GeneID	IDG	CYTO_NUC	ER_GOLGI	MitoCarta	MitoCarta_Pathways	SurfaceLabel	CellMembrane	MATRISOME	SECRETED	glycomineN	glycomineO	IO	GeneSymbol
79071	Tchem		ENDORETICULUM			nonsurface							ELOVL6
79072	Tbio	NUCLEUS		Matrix	Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay								FASTKD3
79073	Tbio					nonsurface							TMEM109
79074	Tbio												C2orf49
79075	Tbio												DSCC1
79077	Tchem	NUCLEUS											DCTPP1
79078	Tdark												C1orf50
79080	Tbio	NUCLEUS									O		CCDC86
79081	Tdark												LBHD1
79083	Tbio										O		MLPH
79084	Tbio	BOTH	GOLGI										WDR77
79085	Tbio			MIM	Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > SLC25A family	nonsurface							SLC25A23
79086	Tdark					nonsurface							SMIM7
79087	Tbio		ENDORETICULUM			nonsurface							ALG12
79088	Tdark	NUCLEUS											ZNF426
79089	Tdark					nonsurface							TMUB2
79090	Tbio		ENDORETICULUM										TRAPPC6A
79091	Tdark	NUCLEUS											METTL22
79092	Tbio	CYTOPLASM											CARD14
79094	Tbio	CYTOPLASM											CHAC1
79095	Tdark												C9orf16
79096	Tdark												C11orf49
79097	Tdark												TRIM48
79098	Tbio	CYTOPLASM											C1orf116
79101	Tdark												TAF1D
79102	Tbio												RNF26
79104		NUCLEUS											MEG8
79109	Tbio	CYTOPLASM	GOLGI				Cell Membrane						MAPKAP1
79132	Tbio	CYTOPLASM									O		DHX58
79133	Tbio			MIM	OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors								NDUFAF5
79134	Tdark												TMEM185B
79135	Tbio			MIM	Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex	nonsurface			SECRETED				APOO
79137	Tdark					nonsurface							FAM134A
79139	Tbio		ENDORETICULUM			nonsurface							DERL1
79140	Tbio	CYTOPLASM											CCDC28B
79142	Tbio	BOTH											PHF23
79143	Tbio					nonsurface							MBOAT7
79144	Tdark												PPDPF
79145	Tdark			IMS	Metabolism > Metals and cofactors > Copper metabolism								CHCHD7
79147	Tbio	NUCLEUS	GOLGI			surface	Cell Membrane		SECRETED	N			FKRP
79148	Tbio	CYTOPLASM						ASSOCIATED	SECRETED				MMP28
79149	Tdark	NUCLEUS									O		ZSCAN5A
79152	Tbio		ENDORETICULUM			nonsurface							FA2H
79153	Tdark					nonsurface							GDPD3
79154	Tbio								SECRETED				DHRS11
79155	Tbio	NUCLEUS											TNIP2
79156	Tbio	NUCLEUS											PLEKHF1
79157	Tdark					surface							MFSD11
79158	Tbio		GOLGI			nonsurface							GNPTAB
79159	Tbio												NOL12
79161	Tdark					nonsurface							TMEM243
79165	Tdark												LENG1
79168	Tbio												LILRA6
79169	Tdark												C1orf35
79170	Tdark												PRR15L
79171	Tdark	BOTH											RBM42
79172	Tbio	NUCLEUS											CENPO
79173	Tdark												C19orf57
79174	Tbio		BOTH					CORE	SECRETED	N			CRELD2
79175	Tdark	NUCLEUS											ZNF343
79176	Tbio	CYTOPLASM											FBXL15
79177	Tdark	NUCLEUS											ZNF576
79178	Tbio												THTPA
79180	Tbio												EFHD2
79183	Tdark												TTPAL
79184	Tbio	BOTH											BRCC3
79187	Tbio	BOTH											FSD1
79188	Tbio		GOLGI			nonsurface							TMEM43
79190	Tbio	NUCLEUS											IRX6
79191	Tbio	BOTH											IRX3
79192	Tbio	NUCLEUS											IRX1
79228	Tbio	NUCLEUS											THOC6
79230	Tdark	NUCLEUS											ZNF557
79258	Tchem					surface			SECRETED	N			MMEL1
79269	Tdark												DCAF10
79274	Tdark												OR52L2P
79289	Tdark												OR5H8
79290	Tdark					surface	Cell Membrane						OR13A1
79295	Tdark					surface	Cell Membrane						OR5H6
79296	Tdark												OR52E1
79310	Tdark					surface	Cell Membrane						OR5H2
79317	Tdark					surface	Cell Membrane						OR4K5
79324	Tdark					surface	Cell Membrane						OR51G1
79334	Tdark					surface	Cell Membrane						OR11H2
79339	Tdark					surface	Cell Membrane						OR51B4
79345	Tdark					surface	Cell Membrane						OR51B2
79346	Tdark												OR4C5
79363	Tdark	CYTOPLASM											RSG1
79364	Tbio	NUCLEUS									O		ZXDC
79365	Tbio	NUCLEUS											BHLHE41
79366	Tbio	NUCLEUS											HMGN5
79368	Tbio					surface	Cell Membrane						FCRL2
79369	Tbio		BOTH			nonsurface							B3GNT4
79370	Tbio												BCL2L14
79400	Tchem												NOX5
79411	Tdark								SECRETED	N			GLB1L
79412	Tbio					surface							KREMEN2
79413	Tdark												ZBED2
79414	Tdark					surface	Cell Membrane				O		LRFN3
79415	Tdark		ENDORETICULUM			nonsurface							C17orf62
79441	Tbio												HAUS3
79442	Tdark												LRRC2
79443	Tbio		GOLGI										FYCO1
79444	Tchem	BOTH	GOLGI								O		BIRC7
79446	Tdark												WDR25
79447	Tbio	NUCLEUS											PAGR1
79465	Tbio					surface	Cell Membrane			N			ULBP3
79470	Tdark												OR51J1
79473	Tdark					surface	Cell Membrane						OR52N1
79482	Tdark												OR5AL1
79490	Tdark												OR10G6
79501	Tdark					surface	Cell Membrane						OR4F5
79541	Tdark					surface	Cell Membrane						OR2A4
79544	Tdark					surface	Cell Membrane						OR4K1
79549	Tdark												OR6J1
79567	Tbio	CYTOPLASM	GOLGI								O		FAM65A
79568	Tdark			Matrix	Protein import, sorting and homeostasis > Protein homeostasis > Chaperones								C2orf47
79570	Tdark					surface	Cell Membrane						NKAIN1
79571	Tbio		GOLGI								O		GCC1
79572	Tbio					surface							ATP13A3
79573	Tdark												TTC13
79574	Tdark	CYTOPLASM											EPS8L3
79575	Tdark												ABHD8
79576	Tbio												NKAP
79577	Tbio	NUCLEUS									O		CDC73
79581	Tbio					surface	Cell Membrane			N			SLC52A2
79582	Tbio												SPAG16
79583	Tbio					surface	Cell Membrane						TMEM231
79585	Tbio		GOLGI										CORO7
79586	Tbio					nonsurface							CHPF
79587	Tbio	CYTOPLASM		Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases								CARS2
79589	Tbio		BOTH			surface					O		RNF128
79590	Tdark			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPL24
79591	Tdark					nonsurface							C10orf76
79594	Tbio			MOM	Protein import, sorting and homeostasis > Protein homeostasis | Mitochondrial dynamics and surveillance > Fission | Signaling	nonsurface							MUL1
79595	Tdark												SAP130
79596	Tdark												RNF219
79598	Tbio												CEP97
79600	Tbio								SECRETED	N			TCTN1
79602	Tbio					surface							ADIPOR2
79603	Tbio		ENDORETICULUM			nonsurface							CERS4
79605	Tdark	NUCLEUS				nonsurface							PGBD5
79607	Tdark												FAM118B
79608	Tbio					nonsurface							RIC3
79609	Tbio	CYTOPLASM											VCPKMT
79611	Tdark			Matrix	Metabolism > Lipid metabolism								ACSS3
79612	Tbio	BOTH											NAA16
79613	Tdark					nonsurface							TANGO6
79616	Tdark	BOTH											CCNJL
79618	Tbio	BOTH									O		HMBOX1
79621	Tbio	NUCLEUS											RNASEH2B
79622	Tdark	NUCLEUS											SNRNP25
79623	Tbio		GOLGI			nonsurface							GALNT14
79624	Tbio												ARMT1
79625	Tbio							CORE	SECRETED	N			NDNF
79626	Tbio	CYTOPLASM											TNFAIP8L2
79627	Tchem												OGFRL1
79628	Tbio												SH3TC2
79629	Tdark												OCEL1
79630	Tdark								SECRETED				C1orf54
79631	Tbio												EFTUD1
79632	Tdark												FAM184A
79633	Tbio					surface							FAT4
79634	Tbio												SCRN3
79635	Tdark												CCDC121
79637	Tdark												ARMC7
79639	Tdark	NUCLEUS				nonsurface							TMEM53
79640	Tdark								SECRETED	N			C22orf46
79641	Tbio	NUCLEUS											ROGDI
79642	Tdark								SECRETED	N	O		ARSJ
79643	Tbio												CHMP6
79644	Tbio		ENDORETICULUM			nonsurface							SRD5A3
79645	Tdark												EFCAB1
79646	Tchem												PANK3
79647	Tbio	NUCLEUS											AKIRIN1
79648	Tbio	CYTOPLASM											MCPH1
79649	Tbio	CYTOPLASM									O		MAP7D3
79650	Tbio	NUCLEUS											USB1
79651	Tbio					surface	Cell Membrane						RHBDF2
79652	Tdark					surface	Cell Membrane						TMEM204
79654	Tdark												HECTD3
79656	Tbio		GOLGI										BEND5
79657	Tbio												RPAP3
79658	Tbio						Cell Membrane				O		ARHGAP10
79659	Tbio		GOLGI				Cell Membrane						DYNC2H1
79660	Tbio												PPP1R3B
79661	Tbio	BOTH											NEIL1
79663	Tbio	CYTOPLASM											HSPBAP1
79664	Tbio												ICE2
79665	Tdark												DHX40
79666	Tbio		ENDORETICULUM										PLEKHF2
79668	Tdark												PARP8
79669	Tdark					nonsurface							C3orf52
79670	Tbio	CYTOPLASM											ZCCHC6
79671	Tbio	CYTOPLASM		Matrix	Signaling > Immune response								NLRX1
79672	Tbio												FN3KRP
79673	Tdark	NUCLEUS											ZNF329
79674	Tbio						Cell Membrane				O		VEPH1
79675	Tbio			Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay	nonsurface							FASTKD1
79676	Tdark							ASSOCIATED					OGFOD2
79677	Tbio	NUCLEUS											SMC6
79679	Tbio					surface	Cell Membrane			N		IO	VTCN1
79680	Tbio			MOM	Mitochondrial dynamics and surveillance > Apoptosis								C22orf29
79682	Tbio	NUCLEUS									O		CENPU
79683	Tbio		BOTH			nonsurface							ZDHHC14
79684	Tdark												MSANTD2
79685	Tbio	NUCLEUS											SAP30L
79689	Tbio		GOLGI			surface	Cell Membrane						STEAP4
79690	Tdark					nonsurface							GAL3ST4
79691	Tbio	CYTOPLASM											QTRTD1
79692	Tbio	NUCLEUS											ZNF322
79693	Tdark	CYTOPLASM		Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications								YRDC
79694	Tbio		GOLGI			nonsurface							MANEA
79695	Tbio		GOLGI			nonsurface							GALNT12
79696	Tdark												ZC2HC1C
79697	Tbio	NUCLEUS											C14orf169
79698	Tdark	NUCLEUS											ZMAT4
79699	Tdark												ZYG11B
79701	Tdark					nonsurface		ASSOCIATED					OGFOD3
79703	Tdark												C11orf80
79705	Tbio												LRRK1
79706	Tdark												PRKRIP1
79707	Tdark												NOL9
79709	Tbio												COLGALT1
79710	Tdark												MORC4
79711	Tbio	CYTOPLASM											IPO4
79712	Tbio												GTDC1
79713	Tdark					surface	Cell Membrane						IGFLR1
79714	Tdark			MIM	Small molecule transport	nonsurface							CCDC51
79716	Tdark	BOTH											NPEPL1
79717	Tbio												PPCS
79718	Tbio	NUCLEUS											TBL1XR1
79719	Tbio	CYTOPLASM											AAGAB
79720	Tbio	CYTOPLASM											VPS37B
79722	Tbio												ANKRD55
79723	Tbio												SUV39H2
79724	Tdark	NUCLEUS											ZNF768
79725	Tbio												THAP9
79726	Tdark												WDR59
79727	Tbio	BOTH											LIN28A
79728	Tbio										O		PALB2
79729	Tdark	NUCLEUS											SH3D21
79730	Tdark												NSUN7
79731	Tbio			Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases								NARS2
79733	Tbio	NUCLEUS									O		E2F8
79734	Tbio	CYTOPLASM	ENDORETICULUM										KCTD17
79735	Tdark												TBC1D17
79736	Tbio			Matrix	Mitochondrial central dogma > mtRNA metabolism > Transcription								TEFM
79738	Tbio												BBS10
79739	Tbio												TTLL7
79740	Tdark												ZBBX
79741	Tbio												CCDC7
79742	Tdark								SECRETED				CXorf36
79744	Tdark	NUCLEUS											ZNF419
79745	Tdark												CLIP4
79746	Tdark			Matrix	0								ECHDC3
79747	Tdark												ADGB
79748	Tbio					nonsurface							LMAN1L
79750	Tdark	NUCLEUS											ZNF385D
79751	Tbio			MIM	Small molecule transport > SLC25A family	nonsurface							SLC25A22
79752	Tbio												ZFAND1
79753	Tbio	NUCLEUS											SNIP1
79754	Tdark												ASB13
79755	Tbio	NUCLEUS											ZNF750
79758	Tdark												DHRS12
79759	Tdark	NUCLEUS											ZNF668
79760	Tbio	BOTH											GEMIN7
79762	Tdark												C1orf115
79763	Tbio	BOTH		Matrix	0								ISOC2
79767	Tbio	CYTOPLASM											ELMO3
79768	Tdark	BOTH											KATNBL1
79770	Tbio					surface							TXNDC15
79772	Tbio					nonsurface							MCTP1
79774	Tdark												GRTP1
79776	Tbio	NUCLEUS											ZFHX4
79777	Tdark												ACBD4
79778	Tbio						Cell Membrane						MICALL2
79780	Tdark												CCDC82
79781	Tbio	CYTOPLASM											IQCA1
79782	Tdark												LRRC31
79783	Tbio			Matrix	Metabolism > Amino acid metabolism								SUGCT
79784	Tbio												MYH14
79785	Tdark												RERGL
79786	Tdark												KLHL36
79788	Tdark	NUCLEUS											ZNF665
79789	Tbio	CYTOPLASM				nonsurface							CLMN
79791	Tbio												FBXO31
79792	Tbio												GSDMD
79794	Tdark								SECRETED				C12orf49
79796	Tbio		ENDORETICULUM										ALG9
79797	Tbio	NUCLEUS											ZNF408
79798	Tbio	CYTOPLASM											ARMC5
79799	Tbio												UGT2A3
79800	Tbio	NUCLEUS											CARF
79801	Tbio	CYTOPLASM											SHCBP1
79802	Tdark								SECRETED	N			HHIPL2
79803	Tbio		ENDORETICULUM								O		HPS6
79805	Tbio	CYTOPLASM											VASH2
79807	Tbio	BOTH											GSTCD
79809	Tbio	CYTOPLASM											TTC21B
79810	Tdark			Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing								PTCD2
79811	Tdark	NUCLEUS											SLTM
79812	Tbio							CORE	SECRETED	N			MMRN2
79813	Tchem	NUCLEUS											EHMT1
79814	Tbio			Matrix	Metabolism > Amino acid metabolism								AGMAT
79815	Tdark					surface							NIPAL2
79816	Tbio	BOTH											TLE6
79817	Tbio												MOB3B
79818	Tdark	NUCLEUS											ZNF552
79819	Tdark												WDR78
79820	Tdark					nonsurface							CATSPERB
79822	Tdark	CYTOPLASM											ARHGAP28
79823	Tbio	BOTH	GOLGI										CAMKMT
79825	Tdark												EFCC1
79827	Tbio					surface	Cell Membrane						CLMP
79828	Tdark	BOTH		Matrix	Mitochondrial central dogma > mtRNA metabolism								METTL8
79829	Tbio	BOTH											NAA40
79830	Tdark	NUCLEUS											ZMYM1
79831	Tbio	NUCLEUS											KDM8
79832	Tdark										O		QSER1
79833	Tbio	CYTOPLASM											GEMIN6
79834	Tbio	CYTOPLASM											PEAK1
79836	Tdark												LONRF3
79837	Tchem												PIP4K2C
79838	Tdark												TMC5
79839	Tdark												CCDC102B
79840	Tbio	NUCLEUS											NHEJ1
79841	Tchem												AGBL2
79842	Tdark	NUCLEUS											ZBTB3
79843	Tdark												FAM124B
79844	Tdark		BOTH			surface							ZDHHC11
79845	Tdark		BOTH										RNF122
79846	Tdark	CYTOPLASM											CFAP69
79847	Tdark												TMEM180
79848	Tbio	CYTOPLASM											CSPP1
79849	Tbio						Cell Membrane				O		PDZD3
79850	Tdark						Cell Membrane						FAM57A
79852	Tbio		ENDORETICULUM						SECRETED				EPHX3
79853	Tbio					surface	Cell Membrane						TM4SF20
79856	Tdark												SNX22
79858	Tchem												NEK11
79861	Tdark	CYTOPLASM											TUBAL3
79862	Tdark	NUCLEUS											ZNF669
79863	Tbio			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly								RBFA
79864	Tdark												C11orf63
79865	Tbio					surface	Cell Membrane			N			TREML2
79866	Tbio												BORA
79867	Tdark	CYTOPLASM				surface							TCTN2
79868	Tbio										O		ALG13
79869	Tbio	BOTH											CPSF7
79870	Tbio	BOTH											BAALC
79871	Tbio	BOTH				nonsurface							RPAP2
79872	Tbio	CYTOPLASM									O		CBLL1
79873	Tbio												NUDT18
79874	Tdark												RABEP2
79875	Tbio							CORE	SECRETED				THSD4
79876	Tbio	BOTH	GOLGI										UBA5
79877	Tdark			Membrane	0	nonsurface							DCAKD
79879	Tbio	NUCLEUS	ENDORETICULUM						SECRETED	N			CCDC134
79882	Tbio	BOTH											ZC3H14
79883	Tdark							CORE	SECRETED				PODNL1
79884	Tbio	CYTOPLASM											MAP9
79885	Tclin	NUCLEUS											HDAC11
79886	Tbio												CAAP1
79887	Tdark									N			PLBD1
79888	Tbio		BOTH			nonsurface							LPCAT1
79890	Tbio												RIN3
79891	Tbio	NUCLEUS											ZNF671
79892	Tbio	NUCLEUS											MCMBP
79893	Tbio	BOTH											GGNBP2
79894	Tdark												ZNF672
79895	Tdark		GOLGI				Cell Membrane						ATP8B4
79896	Tdark			Matrix	0								THNSL1
79897	Tbio												RPP21
79898	Tdark												ZNF613
79899	Tbio												PRR5L
79901	Tbio					nonsurface							CYBRD1
79902	Tbio	NUCLEUS											NUP85
79903	Tbio												NAA60
79905	Tdark					surface							TMC7
79906	Tdark												MORN1
79908	Tdark												BTNL8
79912	Tdark	NUCLEUS											PYROXD1
79913	Tbio	BOTH											ACTR5
79915	Tbio	NUCLEUS											ATAD5
79917	Tdark												MAGIX
79918	Tbio	NUCLEUS											SETD6
79919	Tdark												C2orf54
79921	Tdark	NUCLEUS											TCEAL4
79922	Tbio			Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications								MRM1
79923	Tbio	NUCLEUS									O		NANOG
79924	Tbio								SECRETED	N			ADM2
79925	Tdark		GOLGI										SPEF2
79927	Tdark												FAM110D
79929	Tdark												MAP6D1
79930	Tbio						Cell Membrane						DOK3
79931	Tbio												TNIP3
79932	Tbio												KIAA0319L
79933	Tdark	NUCLEUS											SYNPO2L
79934	Tchem			MIM	Metabolism > Metals and cofactors > Coenzyme Q metabolism	nonsurface	Cell Membrane						ADCK4
79935	Tbio	BOTH											CNTD2
79937	Tdark					surface	Cell Membrane		SECRETED	N			CNTNAP3
79939	Tdark		GOLGI										SLC35E1
79940	Tdark												LINC00472
79943	Tdark	NUCLEUS											ZNF696
79944	Tbio			MIM	Metabolism > Carbohydrate metabolism > TCA-associated								L2HGDH
79946	Tdark												C10orf95
79947	Tbio		ENDORETICULUM										DHDDS
79948	Tbio					nonsurface							LPPR3
79949	Tdark												PLEKHS1
79953	Tdark					nonsurface	Cell Membrane						SYNDIG1
79954	Tdark												NOL10
79955	Tbio	NUCLEUS											PDZD7
79956	Tdark					surface							ERMP1
79957	Tdark					nonsurface							PAQR6
79958	Tbio												DENND1C
79959	Tdark												CEP76
79960	Tbio	BOTH											JADE1
79961	Tbio												DENND2D
79962	Tbio					nonsurface							DNAJC22
79963	Tdark												ABCA11P
79966	Tchem					nonsurface							SCD5
79968	Tbio	NUCLEUS											WDR76
79969	Tbio		GOLGI				Cell Membrane						ATAT1
79970	Tdark												ZNF767P
79971	Tbio		GOLGI										WLS
79973	Tdark	NUCLEUS											ZNF442
79974	Tdark		ENDORETICULUM										CPED1
79977	Tbio	NUCLEUS											GRHL2
79979	Tbio			Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications	nonsurface							TRMT2B
79980	Tbio	NUCLEUS											DSN1
79981	Tdark												FRMD1
79982	Tbio		ENDORETICULUM			nonsurface							DNAJB14
79983	Tbio												POF1B
79986	Tdark	NUCLEUS											ZNF702P
79987	Tbio	CYTOPLASM						CORE	SECRETED	N			SVEP1
79989	Tbio												TTC26
79990	Tdark												PLEKHH3
79991	Tbio	NUCLEUS											OBFC1
79992	Tdark												AGPAT4-IT1
79993	Tbio		ENDORETICULUM			nonsurface							ELOVL7
79998	Tbio	CYTOPLASM											ANKRD53
80000	Tdark												GREB1L
80003	Tdark					surface					O		PCNXL2
80004	Tbio	NUCLEUS											ESRP2
80005	Tbio	CYTOPLASM											DOCK5
80006	Tdark												TRAPPC13
80007	Tdark												C10orf88
80008	Tdark					nonsurface							TMEM156
80010	Tbio												RMI1
80011	Tdark	NUCLEUS											FAM192A
80012	Tbio	NUCLEUS									O		PHC3
80013	Tbio												FAM188A
80014	Tbio												WWC2
80017	Tdark			Matrix	Metabolism > Amino acid metabolism								C14orf159
80018	Tbio	CYTOPLASM	GOLGI			nonsurface							NAA25
80019	Tdark												UBTD1
80020	Tdark												FOXRED2
80021	Tdark					surface							TMEM62
80022	Tdark												MYO15B
80023	Tbio					nonsurface							NRSN2
80024	Tbio			MIM	Signaling > Calcium homeostasis > Calcium cycle | Small molecule transport	surface	Cell Membrane						SLC8B1
80025	Tbio	NUCLEUS		IMS	Metabolism > Metals and cofactors > Coenzyme A metabolism	nonsurface							PANK2
80028	Tdark	NUCLEUS											FBXL18
80031	Tbio		GOLGI			surface	Cell Membrane	ASSOCIATED					SEMA6D
80032	Tdark	NUCLEUS											ZNF556
80034	Tdark	NUCLEUS									O		CSRNP3
80036	Tchem					nonsurface							TRPM3
80039	Tdark												FAM106A
80045	Tdark					surface	Cell Membrane						GPR157
80055	Tbio		ENDORETICULUM			surface							PGAP1
80059	Tbio					surface	Cell Membrane						LRRTM4
80063	Tdark	NUCLEUS									O		ATF7IP2
80067	Tbio					nonsurface							DCAF17
